TransactionID,Timestamp,AccountID,AccountName,OldBalance,NewBalance,Amount,CardUsed,TransactionMode,Location,MerchantCategory,DeviceType,UserBehaviorScore,TransactionStatus,AmountTaken,Hour,IsFraud,Risk,Probability
TXN00139,2025-11-30 13:49:47,ACC014,Customer 14,40790,2913,1025,Credit Card,ATM Withdrawal,California,Restaurant,Desktop,0.4533135501961123,Completed,1025,13,0,MEDIUM,22.111424112735797
TXN00140,2025-11-17 02:49:47,ACC014,Customer 14,42919,16450,1834,Debit Card,Bank Transfer,Illinois,Restaurant,POS Terminal,0.4980102610493038,Completed,1834,2,1,HIGH,80.86489902146779
TXN00141,2025-12-06 14:49:47,ACC015,Customer 15,6600,23107,4479,Debit Card,Mobile Payment,Illinois,ATM,ATM,0.6345289566909493,Completed,4479,14,0,LOW,39.78469361148944
TXN00142,2025-11-20 09:49:47,ACC015,Customer 15,30124,19764,3146,Debit Card,Mobile Payment,Illinois,Utilities,Tablet,0.558954690649883,Completed,3146,9,0,LOW,35.81101667521244
TXN00143,2025-11-23 15:49:47,ACC015,Customer 15,28643,42404,2203,Credit Card,Contactless Payment,California,Utilities,Desktop,0.9182588561608315,Completed,2203,15,0,LOW,26.819208535580405
TXN00144,2025-11-30 23:49:47,ACC015,Customer 15,41764,19491,233,Debit Card,Mobile Payment,Illinois,Restaurant,Desktop,0.5422974997861889,Completed,233,23,0,LOW,24.928207641379895
TXN00145,2025-11-13 07:49:47,ACC015,Customer 15,10007,37494,4958,Credit Card,POS Swipe,Florida,Travel,POS Terminal,0.9830206331927482,Pending,4958,7,0,LOW,26.72311679386044
TXN00146,2025-12-03 11:49:47,ACC015,Customer 15,46714,2373,4168,Credit Card,Bank Transfer,Germany,Restaurant,Mobile,0.8577682123931352,Failed,4168,11,1,HIGH,85.78268882729972
TXN00147,2025-11-18 01:49:47,ACC015,Customer 15,38410,11161,3935,Credit Card,POS Swipe,Germany,E-commerce,Tablet,0.28557435777802886,Completed,3935,1,0,MEDIUM,18.829821014251152
TXN00148,2025-12-09 02:49:47,ACC015,Customer 15,45080,30996,4794,Credit Card,ATM Withdrawal,Florida,Restaurant,POS Terminal,0.9282297410330854,Completed,4794,2,0,LOW,6.381083651181476
TXN00149,2025-11-18 17:49:47,ACC015,Customer 15,41447,26122,4010,Debit Card,Bank Transfer,Russia,E-commerce,Tablet,0.20356609411807375,Completed,4010,17,0,MEDIUM,21.644111312038934
TXN00150,2025-12-03 22:49:47,ACC015,Customer 15,9208,33850,1643,Debit Card,POS Swipe,China,E-commerce,Mobile,0.8275302405571605,Completed,1643,22,0,LOW,24.005860438518212
TXN00151,2025-11-11 11:49:47,ACC016,Customer 16,19589,26350,2162,Prepaid Card,Mobile Payment,New York,Travel,Mobile,0.4387547311941563,Completed,2162,11,0,MEDIUM,12.971240763612336
TXN00152,2025-11-30 11:49:47,ACC016,Customer 16,44484,26472,520,Credit Card,POS Swipe,Germany,E-commerce,POS Terminal,0.8813971451961119,Completed,520,11,1,HIGH,79.61278319112031
TXN00153,2025-12-07 00:49:47,ACC016,Customer 16,18453,27761,394,Corporate Card,Bank Transfer,Germany,Retail,Mobile,0.8725704541956308,Completed,394,0,0,LOW,36.83091138280347
TXN00154,2025-11-16 12:49:47,ACC016,Customer 16,37212,24351,414,Prepaid Card,POS Swipe,Florida,Retail,ATM,0.8172736061046828,Completed,414,12,1,HIGH,86.30560648863681
TXN00155,2025-11-12 04:49:47,ACC016,Customer 16,44525,22132,4623,Debit Card,Contactless Payment,Texas,E-commerce,Desktop,0.8031270883132846,Completed,4623,4,0,LOW,23.66853200678769
TXN00156,2025-11-17 09:49:47,ACC016,Customer 16,48202,14305,4581,Corporate Card,Mobile Payment,California,Travel,POS Terminal,0.3711644337972563,Completed,4581,9,1,HIGH,85.0162766637089
TXN00157,2025-11-16 16:49:47,ACC016,Customer 16,33635,8817,2010,Virtual Card,ATM Withdrawal,Florida,E-commerce,Tablet,0.17201816191561445,Completed,2010,16,0,MEDIUM,9.572832033821202
TXN00158,2025-11-13 16:49:47,ACC016,Customer 16,34828,10261,2766,Credit Card,Online Transfer,New York,Restaurant,ATM,0.45865235910099367,Completed,2766,16,1,HIGH,82.65665148738007
TXN00159,2025-12-09 10:49:47,ACC016,Customer 16,19711,-583,1678,Credit Card,Contactless Payment,Germany,E-commerce,POS Terminal,0.2544368183379927,Completed,1678,10,1,HIGH,85.85260078440828
TXN00160,2025-11-14 18:49:47,ACC016,Customer 16,4420,40576,1470,Corporate Card,Online Transfer,New York,Restaurant,Mobile,0.7185064691231909,Completed,1470,18,1,HIGH,71.77330540334434
TXN00161,2025-11-17 10:49:47,ACC017,Customer 17,32216,19358,3646,Prepaid Card,ATM Withdrawal,Texas,ATM,Mobile,0.40802875661862914,Completed,3646,10,0,MEDIUM,14.651864888797494
TXN00162,2025-11-26 10:49:47,ACC017,Customer 17,1301,2267,2734,Credit Card,Online Transfer,Germany,E-commerce,Mobile,0.9682930787653242,Failed,2734,10,0,LOW,35.69817033563661
TXN00163,2025-11-26 19:49:47,ACC017,Customer 17,46236,16209,4819,Prepaid Card,Online Transfer,China,Travel,Mobile,0.6704651488373454,Completed,4819,19,1,HIGH,81.81233387516284
TXN00164,2025-11-13 22:49:47,ACC017,Customer 17,1699,23052,4188,Corporate Card,Mobile Payment,California,Utilities,Tablet,0.8320077016345813,Completed,4188,22,1,HIGH,71.14121863755959
TXN00165,2025-11-19 12:49:47,ACC017,Customer 17,1190,37513,2058,Prepaid Card,Mobile Payment,California,E-commerce,ATM,0.2179469587402451,Completed,2058,12,1,HIGH,73.50060243883294
TXN00166,2025-11-26 02:49:47,ACC017,Customer 17,11492,25092,4156,Prepaid Card,POS Swipe,New York,Retail,Desktop,0.867192889222634,Completed,4156,2,0,LOW,39.334558235693976
TXN00167,2025-11-20 21:49:47,ACC017,Customer 17,36743,10338,4790,Corporate Card,POS Swipe,Nigeria,Retail,Tablet,0.9212538995569209,Completed,4790,21,0,LOW,21.91926025906013
TXN00168,2025-11-30 23:49:47,ACC017,Customer 17,7102,-588,726,Credit Card,Mobile Payment,New York,Retail,Tablet,0.5334851077488529,Completed,726,23,1,HIGH,78.28367517757627
TXN00169,2025-12-02 16:49:47,ACC017,Customer 17,20778,6543,4554,Credit Card,POS Swipe,Illinois,Restaurant,Desktop,0.63956511459837,Completed,4554,16,1,HIGH,82.05102645280206
TXN00170,2025-12-01 05:49:47,ACC017,Customer 17,27641,39355,4986,Debit Card,ATM Withdrawal,Germany,ATM,Desktop,0.780680722803666,Pending,4986,5,0,LOW,18.136546777186066
TXN00171,2025-11-24 13:49:47,ACC018,Customer 18,35584,32496,4593,Corporate Card,Contactless Payment,New York,E-commerce,Mobile,0.2556063782617672,Completed,4593,13,1,HIGH,85.2695017768942
TXN00172,2025-11-24 21:49:47,ACC018,Customer 18,33745,22548,1833,Credit Card,Mobile Payment,Germany,E-commerce,Tablet,0.5472838080524638,Completed,1833,21,0,LOW,12.112808188013055
TXN00173,2025-11-28 19:49:47,ACC018,Customer 18,24093,26384,2091,Debit Card,Mobile Payment,Germany,Retail,POS Terminal,0.45481009471735867,Completed,2091,19,0,MEDIUM,31.662936698219404
TXN00174,2025-11-14 05:49:47,ACC018,Customer 18,1569,43425,3429,Debit Card,Bank Transfer,New York,E-commerce,Desktop,0.23027285302440173,Completed,3429,5,1,HIGH,82.91431571114947
TXN00175,2025-11-14 10:49:47,ACC018,Customer 18,39210,37756,1584,Debit Card,Online Transfer,Germany,Retail,Desktop,0.42710563583946304,Completed,1584,10,0,MEDIUM,22.89464117702629
TXN00176,2025-11-29 19:49:47,ACC018,Customer 18,35663,17888,259,Prepaid Card,Bank Transfer,Illinois,E-commerce,ATM,0.1606733553530893,Completed,259,19,1,HIGH,70.19160081623063
TXN00177,2025-11-25 15:49:47,ACC018,Customer 18,37631,34735,683,Corporate Card,Online Transfer,Germany,Retail,POS Terminal,0.12297259718504341,Completed,683,15,1,HIGH,75.47672022754645
TXN00178,2025-11-11 00:49:47,ACC018,Customer 18,46681,46295,4543,Debit Card,ATM Withdrawal,Illinois,Entertainment,POS Terminal,0.22029799734779226,Completed,4543,0,1,HIGH,70.91803406252053
TXN00179,2025-11-21 14:49:47,ACC018,Customer 18,8455,47816,2175,Debit Card,POS Swipe,Nigeria,Retail,Desktop,0.9571724493143647,Completed,2175,14,1,HIGH,72.70064385326728
TXN00180,2025-11-23 11:49:47,ACC018,Customer 18,5014,16506,780,Debit Card,Online Transfer,Illinois,Healthcare,Mobile,0.5890812869465651,Completed,780,11,0,LOW,19.265447300083594
TXN00181,2025-11-13 13:49:47,ACC019,Customer 19,12093,19463,3972,Debit Card,Mobile Payment,Germany,E-commerce,ATM,0.9595817234263657,Completed,3972,13,1,HIGH,90.06464198949533
TXN00182,2025-11-27 08:49:47,ACC019,Customer 19,19070,16955,4373,Credit Card,ATM Withdrawal,China,Entertainment,POS Terminal,0.4849231117138175,Completed,4373,8,1,HIGH,84.30121608423252
TXN00183,2025-11-12 09:49:47,ACC019,Customer 19,36777,36841,1994,Credit Card,ATM Withdrawal,Illinois,Restaurant,Desktop,0.37751635844588105,Completed,1994,9,0,MEDIUM,25.073513300945063
TXN00184,2025-12-01 05:49:47,ACC019,Customer 19,17538,4104,1087,Debit Card,POS Swipe,Germany,Travel,POS Terminal,0.5504662579278172,Completed,1087,5,1,HIGH,77.33722058020304
TXN00185,2025-11-30 20:49:47,ACC019,Customer 19,11729,33911,245,Credit Card,POS Swipe,California,Travel,ATM,0.49116540288329,Completed,245,20,1,HIGH,93.2938429858204
TXN00186,2025-11-12 02:49:47,ACC019,Customer 19,35177,22190,398,Credit Card,Mobile Payment,California,E-commerce,ATM,0.1940415689929521,Completed,398,2,0,MEDIUM,8.82424736083675
TXN00187,2025-11-12 22:49:47,ACC019,Customer 19,46017,6357,3047,Debit Card,POS Swipe,California,E-commerce,Tablet,0.6703354200742835,Pending,3047,22,0,LOW,34.888668843439774
TXN00188,2025-11-25 00:49:47,ACC019,Customer 19,1784,31479,4868,Debit Card,Mobile Payment,Texas,E-commerce,Desktop,0.29227398243354363,Completed,4868,0,1,HIGH,85.42666290294503
TXN00189,2025-11-12 14:49:47,ACC019,Customer 19,28751,43811,1858,Credit Card,Online Transfer,California,E-commerce,ATM,0.6514332798590683,Completed,1858,14,0,LOW,34.64390989724711
TXN00190,2025-11-15 06:49:47,ACC019,Customer 19,41864,35208,4729,Prepaid Card,Online Transfer,Germany,Retail,Tablet,0.6786789722343565,Completed,4729,6,1,HIGH,78.6305785700423
TXN00191,2025-11-20 22:49:47,ACC020,Customer 20,41328,19150,2824,Debit Card,Bank Transfer,New York,ATM,Tablet,0.23530211928449682,Completed,2824,22,0,MEDIUM,7.1860157766675
TXN00192,2025-11-30 21:49:47,ACC020,Customer 20,13533,4644,3384,Credit Card,POS Swipe,Nigeria,Restaurant,POS Terminal,0.15460116812849467,Failed,3384,21,0,MEDIUM,35.92126670451212
TXN00193,2025-11-11 18:49:47,ACC020,Customer 20,41111,42286,3288,Corporate Card,Mobile Payment,California,E-commerce,POS Terminal,0.7948778116009114,Pending,3288,18,0,LOW,20.691166937929776
TXN00194,2025-12-05 21:49:47,ACC020,Customer 20,40974,46320,1262,Debit Card,POS Swipe,Germany,Travel,Tablet,0.509222377154695,Completed,1262,21,0,LOW,22.865137115148126
TXN00195,2025-11-19 21:49:47,ACC020,Customer 20,6801,1914,3991,Prepaid Card,POS Swipe,Germany,Restaurant,POS Terminal,0.15176577799987345,Completed,3991,21,1,HIGH,94.82042097497676
TXN00196,2025-11-22 04:49:47,ACC020,Customer 20,20190,20352,4683,Debit Card,Contactless Payment,Florida,Healthcare,ATM,0.9854310222810927,Completed,4683,4,0,LOW,37.423391235553034
TXN00197,2025-11-17 02:49:47,ACC020,Customer 20,39754,45352,2132,Virtual Card,ATM Withdrawal,Germany,ATM,Mobile,0.15142469928676633,Failed,2132,2,1,HIGH,76.86828813798799
TXN00198,2025-11-29 10:49:47,ACC020,Customer 20,30592,43912,4540,Prepaid Card,ATM Withdrawal,New York,ATM,ATM,0.7185813536841124,Completed,4540,10,1,HIGH,79.86440188994116
TXN00199,2025-11-19 08:49:47,ACC020,Customer 20,11647,13397,2160,Prepaid Card,Mobile Payment,UK,ATM,Tablet,0.9754742434844381,Completed,2160,8,0,LOW,29.070271485069625
TXN00200,2025-11-24 12:49:47,ACC020,Customer 20,9716,40555,4869,Prepaid Card,ATM Withdrawal,California,E-commerce,Tablet,0.3128702927521738,Completed,4869,12,0,MEDIUM,30.294743519437997
